unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
E41,2026-01-12T09:46:16.000,480.8481,490,Gas Leak (Natural and LP Gases),Alarm,3,ENGINE,41,B01,Nob Hill,94109,2026-01-12T09:54:26.000,"{""unit_id"": ""E41"", ""call_type"": ""Gas Leak (Natural and LP Gases)"", ""received_dttm"": ""2026-01-12T09:46:16.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""E41"", ""call_type"": ""Gas Leak (Natural and LP Gases)"", ""received_dttm"": ""2026-01-12T09:46:16.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B01"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""E41"", ""received_dttm"": ""2026-01-12T09:46:16.000"", ""on_scene_dttm"": ""2026-01-12T09:54:26.000""}","{""unit_id"": ""E41"", ""received_dttm"": ""2026-01-12T09:46:16.000"", ""on_scene_dttm"": ""2026-01-12T09:54:26.000""}"
M559,2026-03-20T19:50:02.000,380.41882,1056,Medical Incident,Potentially Life-Threatening,3,MEDIC,7,B06,Mission,94110,2026-03-20T20:07:38.000,"{""unit_id"": ""M559"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-20T19:50:02.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M559"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-20T19:50:02.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M559"", ""received_dttm"": ""2026-03-20T19:50:02.000"", ""on_scene_dttm"": ""2026-03-20T20:07:38.000""}","{""unit_id"": ""M559"", ""received_dttm"": ""2026-03-20T19:50:02.000"", ""on_scene_dttm"": ""2026-03-20T20:07:38.000""}"
M561,2026-02-13T08:03:07.000,846.01636,650,Medical Incident,Non Life-threatening,2,MEDIC,1,B03,South of Market,94103,2026-02-13T08:13:57.000,"{""unit_id"": ""M561"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-13T08:03:07.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""M561"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-13T08:03:07.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""M561"", ""received_dttm"": ""2026-02-13T08:03:07.000"", ""on_scene_dttm"": ""2026-02-13T08:13:57.000""}","{""unit_id"": ""M561"", ""received_dttm"": ""2026-02-13T08:03:07.000"", ""on_scene_dttm"": ""2026-02-13T08:13:57.000""}"
E26,2026-03-03T11:51:08.000,467.34723,378,Alarms,Alarm,3,ENGINE,26,B06,Noe Valley,94131,2026-03-03T11:57:26.000,"{""unit_id"": ""E26"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-03T11:51:08.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B06"", ""station_area"": ""26"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E26"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-03T11:51:08.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B06"", ""station_area"": ""26"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E26"", ""received_dttm"": ""2026-03-03T11:51:08.000"", ""on_scene_dttm"": ""2026-03-03T11:57:26.000""}","{""unit_id"": ""E26"", ""received_dttm"": ""2026-03-03T11:51:08.000"", ""on_scene_dttm"": ""2026-03-03T11:57:26.000""}"
T03,2026-01-08T14:07:38.000,477.23108,417,Medical Incident,Potentially Life-Threatening,3,TRUCK,3,B04,Nob Hill,94109,2026-01-08T14:14:35.000,"{""unit_id"": ""T03"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-08T14:07:38.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""T03"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-08T14:07:38.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Nob Hill""}","{""unit_id"": ""T03"", ""received_dttm"": ""2026-01-08T14:07:38.000"", ""on_scene_dttm"": ""2026-01-08T14:14:35.000""}","{""unit_id"": ""T03"", ""received_dttm"": ""2026-01-08T14:07:38.000"", ""on_scene_dttm"": ""2026-01-08T14:14:35.000""}"
T07,2026-03-10T14:11:14.000,450.72522,363,Alarms,Alarm,3,TRUCK,7,B06,Mission,94110,2026-03-10T14:17:17.000,"{""unit_id"": ""T07"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-10T14:11:14.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""T07"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-10T14:11:14.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""T07"", ""received_dttm"": ""2026-03-10T14:11:14.000"", ""on_scene_dttm"": ""2026-03-10T14:17:17.000""}","{""unit_id"": ""T07"", ""received_dttm"": ""2026-03-10T14:11:14.000"", ""on_scene_dttm"": ""2026-03-10T14:17:17.000""}"
M558,2026-02-19T01:29:38.000,911.85254,2159,Medical Incident,Non Life-threatening,2,MEDIC,14,B07,Golden Gate Park,94121,2026-02-19T02:05:37.000,"{""unit_id"": ""M558"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-19T01:29:38.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""14"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""M558"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-19T01:29:38.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""14"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""M558"", ""received_dttm"": ""2026-02-19T01:29:38.000"", ""on_scene_dttm"": ""2026-02-19T02:05:37.000""}","{""unit_id"": ""M558"", ""received_dttm"": ""2026-02-19T01:29:38.000"", ""on_scene_dttm"": ""2026-02-19T02:05:37.000""}"
KM103,2026-02-02T22:01:22.000,699.07007,698,Medical Incident,Non Life-threatening,A,PRIVATE,3,B02,Tenderloin,94102,2026-02-02T22:13:00.000,"{""unit_id"": ""KM103"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-02T22:01:22.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""KM103"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-02T22:01:22.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""KM103"", ""received_dttm"": ""2026-02-02T22:01:22.000"", ""on_scene_dttm"": ""2026-02-02T22:13:00.000""}","{""unit_id"": ""KM103"", ""received_dttm"": ""2026-02-02T22:01:22.000"", ""on_scene_dttm"": ""2026-02-02T22:13:00.000""}"
E11,2026-01-19T02:18:38.000,467.34723,272,Alarms,Alarm,3,ENGINE,11,B06,Noe Valley,94114,2026-01-19T02:23:10.000,"{""unit_id"": ""E11"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-19T02:18:38.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-19T02:18:38.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-01-19T02:18:38.000"", ""on_scene_dttm"": ""2026-01-19T02:23:10.000""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-01-19T02:18:38.000"", ""on_scene_dttm"": ""2026-01-19T02:23:10.000""}"
SCRT3,2026-01-29T04:15:45.000,1048.8822,1123,Medical Incident,Potentially Life-Threatening,2,CP,1,B03,South of Market,94103,2026-01-29T04:34:28.000,"{""unit_id"": ""SCRT3"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-29T04:15:45.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""CP"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""SCRT3"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-29T04:15:45.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""CP"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""SCRT3"", ""received_dttm"": ""2026-01-29T04:15:45.000"", ""on_scene_dttm"": ""2026-01-29T04:34:28.000""}","{""unit_id"": ""SCRT3"", ""received_dttm"": ""2026-01-29T04:15:45.000"", ""on_scene_dttm"": ""2026-01-29T04:34:28.000""}"
E21,2026-01-29T10:48:12.000,450.58267,264,Alarms,Alarm,3,ENGINE,21,B05,Haight Ashbury,94117,2026-01-29T10:52:36.000,"{""unit_id"": ""E21"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-29T10:48:12.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""21"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Haight Ashbury""}","{""unit_id"": ""E21"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-29T10:48:12.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""21"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Haight Ashbury""}","{""unit_id"": ""E21"", ""received_dttm"": ""2026-01-29T10:48:12.000"", ""on_scene_dttm"": ""2026-01-29T10:52:36.000""}","{""unit_id"": ""E21"", ""received_dttm"": ""2026-01-29T10:48:12.000"", ""on_scene_dttm"": ""2026-01-29T10:52:36.000""}"
M504,2026-03-14T15:07:51.000,749.1126,429,Medical Incident,Non Life-threatening,A,MEDIC,5,B05,Western Addition,94115,2026-03-14T15:15:00.000,"{""unit_id"": ""M504"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-14T15:07:51.000"", ""zipcode_of_incident"": ""94115"", ""battalion"": ""B05"", ""station_area"": ""5"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""M504"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-14T15:07:51.000"", ""zipcode_of_incident"": ""94115"", ""battalion"": ""B05"", ""station_area"": ""5"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-14T15:07:51.000"", ""on_scene_dttm"": ""2026-03-14T15:15:00.000""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-14T15:07:51.000"", ""on_scene_dttm"": ""2026-03-14T15:15:00.000""}"
AM213,2026-01-20T15:16:26.000,1041.095,1001,Medical Incident,Non Life-threatening,2,BLS,16,B04,Marina,94123,2026-01-20T15:33:07.000,"{""unit_id"": ""AM213"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-20T15:16:26.000"", ""zipcode_of_incident"": ""94123"", ""battalion"": ""B04"", ""station_area"": ""16"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""BLS"", ""neighborhood_district"": ""Marina""}","{""unit_id"": ""AM213"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-20T15:16:26.000"", ""zipcode_of_incident"": ""94123"", ""battalion"": ""B04"", ""station_area"": ""16"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""BLS"", ""neighborhood_district"": ""Marina""}","{""unit_id"": ""AM213"", ""received_dttm"": ""2026-01-20T15:16:26.000"", ""on_scene_dttm"": ""2026-01-20T15:33:07.000""}","{""unit_id"": ""AM213"", ""received_dttm"": ""2026-01-20T15:16:26.000"", ""on_scene_dttm"": ""2026-01-20T15:33:07.000""}"
M576,2026-02-08T10:18:48.000,816.77783,917,Medical Incident,Non Life-threatening,A,MEDIC,19,B08,Lakeshore,94132,2026-02-08T10:34:05.000,"{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-08T10:18:48.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-08T10:18:48.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-02-08T10:18:48.000"", ""on_scene_dttm"": ""2026-02-08T10:34:05.000""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-02-08T10:18:48.000"", ""on_scene_dttm"": ""2026-02-08T10:34:05.000""}"
B07,2026-03-01T17:54:10.000,523.8906,511,Alarms,Alarm,3,CHIEF,22,B07,Golden Gate Park,94118,2026-03-01T18:02:41.000,"{""unit_id"": ""B07"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-01T17:54:10.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""22"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""B07"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-01T17:54:10.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""22"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""B07"", ""received_dttm"": ""2026-03-01T17:54:10.000"", ""on_scene_dttm"": ""2026-03-01T18:02:41.000""}","{""unit_id"": ""B07"", ""received_dttm"": ""2026-03-01T17:54:10.000"", ""on_scene_dttm"": ""2026-03-01T18:02:41.000""}"
E04,2026-01-22T10:37:48.000,588.80835,275,Other,Alarm,3,ENGINE,4,B03,Mission Bay,94158,2026-01-22T10:42:23.000,"{""unit_id"": ""E04"", ""call_type"": ""Other"", ""received_dttm"": ""2026-01-22T10:37:48.000"", ""zipcode_of_incident"": ""94158"", ""battalion"": ""B03"", ""station_area"": ""4"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Mission Bay""}","{""unit_id"": ""E04"", ""call_type"": ""Other"", ""received_dttm"": ""2026-01-22T10:37:48.000"", ""zipcode_of_incident"": ""94158"", ""battalion"": ""B03"", ""station_area"": ""4"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Mission Bay""}","{""unit_id"": ""E04"", ""received_dttm"": ""2026-01-22T10:37:48.000"", ""on_scene_dttm"": ""2026-01-22T10:42:23.000""}","{""unit_id"": ""E04"", ""received_dttm"": ""2026-01-22T10:37:48.000"", ""on_scene_dttm"": ""2026-01-22T10:42:23.000""}"
E22,2026-01-18T08:34:15.000,367.33908,302,Structure Fire / Smoke in Building,Alarm,3,ENGINE,22,B08,Inner Sunset,94122,2026-01-18T08:39:17.000,"{""unit_id"": ""E22"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-18T08:34:15.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""22"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Inner Sunset""}","{""unit_id"": ""E22"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-18T08:34:15.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""22"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Inner Sunset""}","{""unit_id"": ""E22"", ""received_dttm"": ""2026-01-18T08:34:15.000"", ""on_scene_dttm"": ""2026-01-18T08:39:17.000""}","{""unit_id"": ""E22"", ""received_dttm"": ""2026-01-18T08:34:15.000"", ""on_scene_dttm"": ""2026-01-18T08:39:17.000""}"
M590,2026-01-06T17:08:43.000,444.9636,514,Traffic Collision,Potentially Life-Threatening,3,MEDIC,41,B04,Western Addition,94109,2026-01-06T17:17:17.000,"{""unit_id"": ""M590"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-01-06T17:08:43.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""M590"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-01-06T17:08:43.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Western Addition""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-01-06T17:08:43.000"", ""on_scene_dttm"": ""2026-01-06T17:17:17.000""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-01-06T17:08:43.000"", ""on_scene_dttm"": ""2026-01-06T17:17:17.000""}"
B01,2026-02-16T22:40:30.000,536.0162,432,Alarms,Alarm,3,CHIEF,2,B01,Russian Hill,94133,2026-02-16T22:47:42.000,"{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-16T22:40:30.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""2"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""B01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-16T22:40:30.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""2"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-02-16T22:40:30.000"", ""on_scene_dttm"": ""2026-02-16T22:47:42.000""}","{""unit_id"": ""B01"", ""received_dttm"": ""2026-02-16T22:40:30.000"", ""on_scene_dttm"": ""2026-02-16T22:47:42.000""}"
T17,2026-02-16T11:49:04.000,524.5655,904,Alarms,Alarm,3,TRUCK,17,B10,Bayview Hunters Point,94124,2026-02-16T12:04:08.000,"{""unit_id"": ""T17"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-16T11:49:04.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""T17"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-02-16T11:49:04.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""T17"", ""received_dttm"": ""2026-02-16T11:49:04.000"", ""on_scene_dttm"": ""2026-02-16T12:04:08.000""}","{""unit_id"": ""T17"", ""received_dttm"": ""2026-02-16T11:49:04.000"", ""on_scene_dttm"": ""2026-02-16T12:04:08.000""}"
B03,2026-03-14T17:10:35.000,540.8158,444,Alarms,Alarm,3,CHIEF,37,B10,Potrero Hill,94107,2026-03-14T17:17:59.000,"{""unit_id"": ""B03"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-14T17:10:35.000"", ""zipcode_of_incident"": ""94107"", ""battalion"": ""B10"", ""station_area"": ""37"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Potrero Hill""}","{""unit_id"": ""B03"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-14T17:10:35.000"", ""zipcode_of_incident"": ""94107"", ""battalion"": ""B10"", ""station_area"": ""37"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Potrero Hill""}","{""unit_id"": ""B03"", ""received_dttm"": ""2026-03-14T17:10:35.000"", ""on_scene_dttm"": ""2026-03-14T17:17:59.000""}","{""unit_id"": ""B03"", ""received_dttm"": ""2026-03-14T17:10:35.000"", ""on_scene_dttm"": ""2026-03-14T17:17:59.000""}"
E19,2026-01-10T15:53:23.000,451.73505,441,Alarms,Alarm,3,ENGINE,19,B08,Lakeshore,94132,2026-01-10T16:00:44.000,"{""unit_id"": ""E19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-10T15:53:23.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""E19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-10T15:53:23.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""E19"", ""received_dttm"": ""2026-01-10T15:53:23.000"", ""on_scene_dttm"": ""2026-01-10T16:00:44.000""}","{""unit_id"": ""E19"", ""received_dttm"": ""2026-01-10T15:53:23.000"", ""on_scene_dttm"": ""2026-01-10T16:00:44.000""}"
T03,2026-03-16T17:03:53.000,472.18753,361,Alarms,Alarm,3,TRUCK,41,B04,Russian Hill,94109,2026-03-16T17:09:54.000,"{""unit_id"": ""T03"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-16T17:03:53.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""T03"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-16T17:03:53.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""41"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Russian Hill""}","{""unit_id"": ""T03"", ""received_dttm"": ""2026-03-16T17:03:53.000"", ""on_scene_dttm"": ""2026-03-16T17:09:54.000""}","{""unit_id"": ""T03"", ""received_dttm"": ""2026-03-16T17:03:53.000"", ""on_scene_dttm"": ""2026-03-16T17:09:54.000""}"
T19,2026-03-01T22:00:41.000,487.58228,344,Alarms,Alarm,3,TRUCK,19,B08,Lakeshore,94132,2026-03-01T22:06:25.000,"{""unit_id"": ""T19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-01T22:00:41.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""T19"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-01T22:00:41.000"", ""zipcode_of_incident"": ""94132"", ""battalion"": ""B08"", ""station_area"": ""19"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Lakeshore""}","{""unit_id"": ""T19"", ""received_dttm"": ""2026-03-01T22:00:41.000"", ""on_scene_dttm"": ""2026-03-01T22:06:25.000""}","{""unit_id"": ""T19"", ""received_dttm"": ""2026-03-01T22:00:41.000"", ""on_scene_dttm"": ""2026-03-01T22:06:25.000""}"
